testset_id,group,error_type,text_block_en,label_robin,label_marmee,fewshot_label,fewshot_explanation,agreed_label,final_human_label,fewshot_raw
206,HUN,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"[Andere Gruppe] will sich der geplanten Kürzung von EU-Fördermitteln für [Gruppe 1] entgegenstellen. Der polnische Ministerpräsident Mateusz Morawiecki sagte am Sonntag vor Journalisten, sein Land werde sich „mit aller Kraft jedem Vorhaben der europäischen Institutionen widersetzen, auf absolut unzulässige Weise einem Mitgliedsland Mittel vorzuenthalten, im vorliegenden Fall [Gruppe 1]“. Die EU-Kommission hatte zuvor vorgeschlagen, wegen Korruptionsvorwürfen 7,5 Milliarden Euro an EU-Hilfen für [Gruppe 1] einzufrieren.

Brüssel wirft [Gruppe 1] unter anderem Korruption, Interessenkonflikte und massive Probleme bei der öffentlichen Auftragsvergabe und der Parteienfinanzierung vor. Eine Gruppe um den rechtspopulistischen Regierungschef Viktor Orban wird verdächtigt, sich zum Schaden des EU-Haushalts zu bereichern. Entscheiden müssten über die Kürzung letztlich die EU-Mitgliedsländer, die Kommission will Budapest aber noch die Möglichkeit zu Reformen geben. [Gruppe 1] hat nach Ansicht des Europaparlaments daher den Status einer Demokratie verwirkt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Vorwürfe gegen [Gruppe 1] (Korruption, Interessenkonflikte, Missmanagement) beziehen sich auf politische und administrative Fehlverhalten in einem **ausländischen EU-Mitgliedsland** ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten im deutschen Kontext. Zudem handelt es sich um **politische Machtkämpfe und Haushaltsfragen der EU**, nicht um Kriminalität oder Sicherheitsbedrohungen im Sinne der Annotationsregeln.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Die Vorwürfe gegen [Gruppe 1] (Korruption, Interessenkonflikte, Missmanagement) beziehen sich auf politische und administrative Fehlverhalten in einem **ausländischen EU-Mitgliedsland** ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten im deutschen Kontext. Zudem handelt es sich um **politische Machtkämpfe und Haushaltsfragen der EU**, nicht um Kriminalität oder Sicherheitsbedrohungen im Sinne der Annotationsregeln."
223,MIGR,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Polizei in Nikosia (Symbolbild): Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse gegen [Gruppe 1] abgefeuert. (Quelle: George Christophorou/imago-images-bilder)

Die Lage auf Zypern droht, außer Kontrolle zu geraten: In nur zwei Monaten sind auf der Insel Tausende [Gruppe 1] angekommen, die Polizei scheint überfordert. In einem Aufnahmelager kam es nun zu Ausschreitungen.

Die Bereitschaftspolizei der Insel Zypern hat Warnschüsse abgefeuert, um eine Gruppe von rund 200 [Gruppe 1] in der Ferienstadt Paphos auseinander zu treiben. Fast zeitgleich kam es am späten Dienstagabend Polizeiangaben nach in einem Aufnahmelager nahe der Hauptstadt Nikosia zu Ausschreitungen zwischen Bewohnern. In beiden Fällen wurden die Polizisten demnach mit Steinen beworfen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Ereignisse finden **außerhalb Deutschlands** (Zypern) statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt. Zudem handelt es sich um **Ausschreitungen in einem Aufnahmelager** (Steinwürfe), bei denen die Gruppe als **Opfer von Überforderung und Gewalt** (durch die Polizei) dargestellt wird, nicht als Täter oder Sicherheitsrisiko für Deutschland.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die Ereignisse finden **außerhalb Deutschlands** (Zypern) statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit hergestellt. Zudem handelt es sich um **Ausschreitungen in einem Aufnahmelager** (Steinwürfe), bei denen die Gruppe als **Opfer von Überforderung und Gewalt** (durch die Polizei) dargestellt wird, nicht als Täter oder Sicherheitsrisiko für Deutschland."
227,IDN,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Im Ferienparadies Bali starben im Jahr 2002 mehr als 200 Menschen bei einem islamistischen Anschlag. Der führende Kopf der Terrorgruppe konnte lange untertauchen – und muss nun ins Gefängnis.

Mehr als 19 Jahre nach dem Attentat auf zwei Nachtclubs auf der indonesischen Ferieninsel Bali hat ein Gericht ein ranghohes Mitglied der verantwortlichen Terrororganisation am Mittwoch zu 15 Jahren Haft verurteilt. Aris Sumarsono, besser bekannt unter seinem Kampfnamen Zulkarnaen, soll eine Schlüsselposition in der islamistischen Jemaah Islamiyah (JI) innegehabt haben, die den Anschlag mit 202 Toten im Jahr 2002 geplant und ausgeführt hat. Er hatte Jahre lang zu den meistgesuchten [Gruppe 1] gehört und war erst im Dezember 2020 in der Region Lampung auf der Insel Sumatra verhaftet worden. Vor Gericht gab er zwar zu, dass der Anschlag von einer Zelle der Terrororganisation verübt worden sei, die er damals angeführt hat. Jedoch bestritt er, an den Planungen direkt beteiligt gewesen zu sein.

Die Richter sahen es aber als erwiesen an, dass er einem Terroranschlag auf Bali zugestimmt habe und deshalb schuldig sei. Zudem sei seine Terrorzelle auch für andere Taten verantwortlich, darunter für eine Attacke auf die philippinische Botschaft zwei Jahre vor den Bali-Attentaten und Bombenanschlägen auf mehrere Kirchen. Seine Zelle, die seinen Angaben nach wie eine Miliz eher militärisch organisiert gewesen sei, habe außerdem die ethnisch-religiöse Gewalttaten auf den Inseln Sulawesi und den Molukken angefacht. Die JI, damals eine der aktivsten Terrororganisationen in Südostasien, arbeitete einst eng mit Al-Qaida zusammen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die im Text beschriebene Terrororganisation und die Straftaten finden **ausschließlich außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur deutschen inneren Sicherheit hergestellt wird (z. B. Täter mit Wohnsitz in Deutschland, direkte Bedrohung für Deutschland oder Beteiligung deutscher Behörden).",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die im Text beschriebene Terrororganisation und die Straftaten finden **ausschließlich außerhalb Deutschlands** statt, ohne dass ein expliziter Bezug zur deutschen inneren Sicherheit hergestellt wird (z. B. Täter mit Wohnsitz in Deutschland, direkte Bedrohung für Deutschland oder Beteiligung deutscher Behörden)."
7,ISLMST,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Öffentliches Leben weiter eingeschränkt

Mit weiteren Anordnungen schränkten die [Gruppe 1] in dieser Woche das öffentliche Leben in dem Land noch mehr ein: So dürfen [Andere Gruppe] künftig ohne einen männlichen Begleiter nicht mehr fliegen. Die Taliban wiesen Fluglinien im Land an, an Frauen ohne Begleiter keine Tickets mehr zu verkaufen, wie aus einem Dokument hervorging, das der Deutschen Presse-Agentur vorlag. Zudem dürfen in der Hauptstadt Kabul und Umgebung Freizeitparks nur noch nach Geschlecht getrennt besucht werden: von Frauen sonntags bis dienstags, von Männern mittwochs bis samstags. Das gab das Ministerium für die Förderung der Tugend und Verhinderung des Lasters am Sonntag bekannt.

Seit ihrer Rückkehr an die Macht Mitte August 2021 haben die Taliban immer strengere Vorschriften für das öffentliche Leben erlassen. So sollen Frauen ohne männliche Begleitperson nicht weiter als 45 Meilen (etwa 72 Kilometer) reisen dürfen. Frauen können in vielen Fällen nicht mehr zurück an ihre Arbeitsplätze. Während der ersten Herrschaft der Taliban von 1996 bis 2001 waren Frauen und Mädchen praktisch vollständig von Bildung und Arbeit außerhalb ihres Hauses ausgeschlossen. Westliche Länder machen eine Anerkennung der Taliban-Regierung unter anderem von Fortschritten bei Frauenrechten abhängig.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt autoritäre Maßnahmen der Taliban-Regierung in Afghanistan, die sich auf Frauenrechte und öffentliche Ordnung beziehen, aber **keine explizite Verknüpfung mit Kriminalität, innerer Sicherheit Deutschlands oder konkreten Straftaten** herstellen. Zudem handelt es sich um einen **Kriegs- und Geopolitikkontext außerhalb Deutschlands**, der nicht als Bedrohung der deutschen Sicherheit dargestellt wird.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt autoritäre Maßnahmen der Taliban-Regierung in Afghanistan, die sich auf Frauenrechte und öffentliche Ordnung beziehen, aber **keine explizite Verknüpfung mit Kriminalität, innerer Sicherheit Deutschlands oder konkreten Straftaten** herstellen. Zudem handelt es sich um einen **Kriegs- und Geopolitikkontext außerhalb Deutschlands**, der nicht als Bedrohung der deutschen Sicherheit dargestellt wird."
22,,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Putins blutiger Schatten

Der Sohn eines Verräters, der andere Verräter verriet, ist ""Putins blutiger Schatten"", devot bis zum Kniefall vor dem Mann im Kreml, zu dessen Wohlgefallen er zuletzt sogar den Operettentitel als ""Präsident"" der 1,2-Millionen-Region zwischen Georgien und Dagestan ablegte, weil nur ein Herrscher in Russland Präsident sein könne, nämlich Putin. Seitdem lässt sich der beinharte [Gruppe 1] ""Oberhaupt"" nennen, eine Bezeichnung, die den Regierungsstil des zwölffachen Vaters perfekt beschreibt: Für Kadyrow ist Tschetschenien, eine Republik mit einer mehrheitlich muslimischen Bevölkerung, Machtbasis und Familienbesitz, privates Lehen und sicherer Rückzugsort vor den Nachstellungen seiner Gegner, die er in der Vergangenheit reihenweise ermorden lassen haben soll.

Zwei Jahrzehnte, nachdem sein Vater sich entschloss, der Unabhängigkeitsbewegung gegen Russland den Rücken zu kehren und stattdessen als russischer Stadthalter von Putins Gnaden als absoluter Herrscher in Grosny zu regieren, hat sein Erbe die Taktiken des Vaters perfektioniert, der 2004 von islamistischen Rebellen ermordet worden war. Seit Ramsan Kadyrow 2007 seine Nachfolge antrat, herrscht er mit einer Mischung aus religiösem Fundamentalismus und Statthalter-Brutalität. Der Einfall der [Andere Gruppe] in die Ukraine hat für ihn keine Parallelität mit deren Vergeltungsfeldzug gegen das Kaukasus-Emirat namens Tschetschenische Republik Itschkerien, sondern ist Teil einer notwendigen Strategie zur Wiedererschaffung eines russischen Großreiches.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME

**Explanation:** Der Text beschreibt zwar Gewalt, Machtmissbrauch und politische Repression durch Ramsan Kadyrow in Tschetschenien, aber es handelt sich um einen **geopolitischen Konflikt außerhalb Deutschlands** (Kriegshandlungen, Repressionen durch eine ausländische Regierung), der nicht mit der inneren Sicherheit Deutschlands oder einer konkreten Bedrohung durch die Gruppe in Deutschland verknüpft ist. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer von Gewalt und Unterdrückung durch den eigenen Herrscher.",,CRIME_FRAME_NEG,"**Label:** NO_CRIME_FRAME

**Explanation:** Der Text beschreibt zwar Gewalt, Machtmissbrauch und politische Repression durch Ramsan Kadyrow in Tschetschenien, aber es handelt sich um einen **geopolitischen Konflikt außerhalb Deutschlands** (Kriegshandlungen, Repressionen durch eine ausländische Regierung), der nicht mit der inneren Sicherheit Deutschlands oder einer konkreten Bedrohung durch die Gruppe in Deutschland verknüpft ist. Zudem wird die Gruppe nicht als Täter oder Sicherheitsrisiko für Deutschland dargestellt, sondern als Opfer von Gewalt und Unterdrückung durch den eigenen Herrscher."
34,GEO,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"""Ich kann nicht beurteilen, wer den Druck gemacht hat. Ich sehe nur, dass von Anfang an nur eine Version immer im Gespräch war"", sagte er der Deutschen Presse-Agentur mit Blick auf die Einschätzung des Gerichts, dass staatliche Stellen in Russland den Mord in Auftrag gegeben haben. ""Es gab sehr viel Lärm um diesen Prozess. Es gab aber keine überzeugenden Beweise für eine Verwicklung staatlicher russischer Stellen in den Mord.""

Netschajew bekräftigte auch die Vorwürfe, die der russische Präsidenten Wladimir Putin bereits vor zwei Jahren gegen das Mordopfer - einen [Gruppe 1] tschetschenischer Abstammung - erhoben hat. ""Präsident Putin hat gesagt, er sei ein Terrorist, er stecke bis zu den Ellenbogen im Blut"", sagte er. Indirekt kritisierte Netschajew auch, dass der Mann sich in Deutschland aufhalten durfte. ""Der getötete Mann hat viele Menschen auf dem Gewissen und er hatte deswegen natürlich auch viele Feinde. Er hat ein Domizil in Deutschland gefunden - trotz all seiner Sünden und Verbrechen - und wurde ermordet."" Staatliche russische Stellen hätten damit aber nichts zu tun.

Erstes Todesopfer: Über 100 Schülerinnen in Iran vergiftet""Sind noch nicht so weit, es anzukündigen"": Mit 81: Biden will 2024 erneut antretenTödliche Schüsse bei Anti-Rassismus-Demo: Top-Republikaner will Mörder begnadigen",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Die Gruppe wird hier als **Opfer** eines Mordes dargestellt, und die Kriminalität (Mord) wird explizit **nicht** mit der Gruppe selbst verknüpft, sondern mit externen Akteuren (staatliche russische Stellen, mutmaßliche Feinde). Zudem wird der Kontext als **geopolitischer Konflikt** (Russland) ohne Bezug zur deutschen inneren Sicherheit oder Kriminalitätsprävention dargestellt.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Die Gruppe wird hier als **Opfer** eines Mordes dargestellt, und die Kriminalität (Mord) wird explizit **nicht** mit der Gruppe selbst verknüpft, sondern mit externen Akteuren (staatliche russische Stellen, mutmaßliche Feinde). Zudem wird der Kontext als **geopolitischer Konflikt** (Russland) ohne Bezug zur deutschen inneren Sicherheit oder Kriminalitätsprävention dargestellt."
36,KURD,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Dem IS spielen die Entwicklungen in der Region in die Hände

Die Ablenkung durch den Krieg in Osteuropa ist nicht das einzige Problem für den westlichen Antiterrorkampf. Dem IS spielen auch die Entwicklungen in seinem Kernland in der Levante in die Hände. Die Terrororganisation profitiert davon, dass dort der Staatszerfall voranschreitet und die wirtschaftliche Not der Bevölkerung zunimmt. In Syrien ist die Lage besonders dramatisch. Machthaber Assad presst sein geschundenes Land weiter unerbittlich aus, zugleich sind seine Sicherheitskräfte ausgeblutet. Im Nordosten, der von kurdischen Kräften kontrolliert wird, herrscht neben wirtschaftlicher Not auch Unmut in der arabischen Bevölkerung über die Dominanz der [Gruppe 1]. Der IS nutzte das schon aus, als er Ende Januar in Hassakeh ein behelfsmäßiges Gefängnis angriff und die Stadt über Tage ins Chaos stürzte.

Im Irak wiederum läuft zwar gerade eine groß angelegte Militäroperation gegen den IS, aber die Politik ist zugleich gelähmt von inneren Machtkämpfen. Und im Libanon, wo es länger vergleichsweise ruhig um den IS war, mehrten sich zuletzt beunruhigende Meldungen. Dutzende junger Männer aus den Armenvierteln der Hafenstadt Tripoli verschwanden; einige wurden als getötete IS-Kämpfer im Irak wiedergefunden. „Ich und meine Freunde hören immer wieder, dass Leute verschwinden, die arm sind. Einem Freund von mir wurden 2000 Dollar angeboten, um im Irak zu kämpfen“, berichtet ein junger Mann, der aus einem der dortigen Unterschichtenquartiere stammt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt zwar die Aktivitäten des IS und dessen Verbindung zu [Gruppe 1] im Kontext von Gewalt und Terrorismus, jedoch findet die Handlung **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Die Gruppe wird hier als **Opfer von Dominanzkonflikten** und als **Rekrutierungsfeld für den IS** dargestellt, nicht als selbst agierende Täterin oder Sicherheitsbedrohung für Deutschland.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**

Explanation: Der Text beschreibt zwar die Aktivitäten des IS und dessen Verbindung zu [Gruppe 1] im Kontext von Gewalt und Terrorismus, jedoch findet die Handlung **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Die Gruppe wird hier als **Opfer von Dominanzkonflikten** und als **Rekrutierungsfeld für den IS** dargestellt, nicht als selbst agierende Täterin oder Sicherheitsbedrohung für Deutschland."
37,RUS,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Sumlenny nimmt die Argumentation auseinander: „Der Vorwurf, die ukrainische Armee baut ihre Kampfpositionen in der Nähe von Wohnhäusern aus, kann nicht halten. Es ist kein Krieg, in dem die russische Armee nur einfach um Territorium kämpft und wo die beiden Armeen einfach irgendwo außerhalb der Städte kämpfen könnten. Für die [Gruppe 1] geht es um Übernahme der Städte.“

Und: „Was mit den Zivilisten passiert, nachdem die [Gruppe 1] eine Stadt übernehmen, wissen wir aus Butscha und Irpin: Die Zivilisten werden vergewaltigt, gefoltert, exekutiert. Natürlich hat die ukrainische Armee ihre primäre Aufgabe, die Zivilisten zu schützen, und deswegen verteidigt die ukrainische Armee die Städte, auch in den Positionen, welche sich unmittelbar in den Städten befinden – zum Beispiel bei der Luftabwehr.“

Die Auflistung von Amnesty International: „Absurd!“",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt Kriegshandlungen und Verbrechen im Kontext des Ukraine-Kriegs, die außerhalb Deutschlands stattfinden und keine direkte Verbindung zur deutschen inneren Sicherheit oder Kriminalität aufweisen. Zudem wird die Gruppe ([Gruppe 1]) als Akteurin in einem geopolitischen Konflikt dargestellt, nicht als Täterin oder Sicherheitsrisiko für Deutschland.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt Kriegshandlungen und Verbrechen im Kontext des Ukraine-Kriegs, die außerhalb Deutschlands stattfinden und keine direkte Verbindung zur deutschen inneren Sicherheit oder Kriminalität aufweisen. Zudem wird die Gruppe ([Gruppe 1]) als Akteurin in einem geopolitischen Konflikt dargestellt, nicht als Täterin oder Sicherheitsrisiko für Deutschland."
53,MUSL,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Zur Wahl stehen am 24. April nun nicht nur zwei sehr verschiedene Kandidaten, sondern zwei Gesellschaftsmodelle: Macron sieht in einer engeren Zusammenarbeit der [Andere Gruppe] eine Chance für Frankreich, Le Pen hält sie für eine Bedrohung. Macron möchte die Grenzen des Schengenraums besser schützen, Marine Le Pen will den Schengenraum neu verhandeln. Die Frage ist, für welches Modell sich die [Andere Gruppe] entscheiden werden.

Wollen sie wirklich eine Präsidentin, die das Tragen eines Kopftuchs im öffentlichen Raum unter Strafe stellen will? 135 Euro sollen [Gruppe 1] zahlen, wenn sie das geplante Verbot ignorieren. Ob sie damit nicht gegen das Gebot der freien Religionsausübung verstoße, wurde sie in ihrem ersten Interview nach der Wahl am Dienstagmorgen im Radiosender »France Inter« gefragt.

»Das Kopftuch ist eine islamistische Uniform, keine muslimische Uniform. Es ist die Uniform einer Ideologie, nicht die einer Religion«, antwortete Le Pen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text verknüpft die Gruppe zwar mit einer politischen Forderung (Kopftuchverbot) und einer ideologischen Zuschreibung (""islamistische Uniform""), aber es liegt **keine explizite Verbindung zu Kriminalität, Sicherheit, Gewalt, Terrorismus, Verdacht oder Ermittlungen** vor. Die Aussage bezieht sich auf eine **politische Debatte über Religionsfreiheit und staatliche Regulierung**, nicht auf Straftaten oder Sicherheitsbedrohungen.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text verknüpft die Gruppe zwar mit einer politischen Forderung (Kopftuchverbot) und einer ideologischen Zuschreibung (""islamistische Uniform""), aber es liegt **keine explizite Verbindung zu Kriminalität, Sicherheit, Gewalt, Terrorismus, Verdacht oder Ermittlungen** vor. Die Aussage bezieht sich auf eine **politische Debatte über Religionsfreiheit und staatliche Regulierung**, nicht auf Straftaten oder Sicherheitsbedrohungen."
65,,human=CRIME_FRAME_NEG model=NO_CRIME_FRAME,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text thematisiert einen **Kriegskontext (Ukraine-Konflikt)** und die **Legitimation von Waffenlieferungen sowie Guerilla-Aktionen**, ohne dass die Gruppe explizit mit innerdeutscher Kriminalität, Sicherheitsbedrohung, Terrorismus oder konkreten Straftaten in Deutschland verknüpft wird. Die Erwähnung von Gewalt (z. B. polnische/rumänische Grenzer) oder historischer Verantwortung (Holocaust) stellt die Gruppe nicht als Täter oder Sicherheitsrisiko dar, sondern als **Opfer oder potenzielle Widerstandskraft im Ausland**.",,CRIME_FRAME_NEG,"Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert einen **Kriegskontext (Ukraine-Konflikt)** und die **Legitimation von Waffenlieferungen sowie Guerilla-Aktionen**, ohne dass die Gruppe explizit mit innerdeutscher Kriminalität, Sicherheitsbedrohung, Terrorismus oder konkreten Straftaten in Deutschland verknüpft wird. Die Erwähnung von Gewalt (z. B. polnische/rumänische Grenzer) oder historischer Verantwortung (Holocaust) stellt die Gruppe nicht als Täter oder Sicherheitsrisiko dar, sondern als **Opfer oder potenzielle Widerstandskraft im Ausland**."
